Posição no depósito;Corr.pos.dep.;Col.posição depósito;Nível pos.dep.;Subdiv.pos.dep.;Tipo de depósito;Área armazmto.;Tp.posição depósito
012-045-070-001;012;045;070;001;0010;MEDI;P160
012-045-080-001;012;045;080;001;0010;MEDI;P200
012-046-000-001;012;046;000;001;0010;GERL;P040
012-046-000-002;012;046;000;002;0010;GERL;P040
012-046-000-003;012;046;000;003;0010;GERL;P040
012-046-001-001;012;046;001;001;0010;GERL;P040
012-046-001-002;012;046;001;002;0010;GERL;P040
012-046-001-003;012;046;001;003;0010;GERL;P040
012-046-002-001;012;046;002;001;0010;GERL;P040
012-046-002-002;012;046;002;002;0010;GERL;P040
012-046-002-003;012;046;002;003;0010;GERL;P040
012-046-003-001;012;046;003;001;0010;GERL;P040
012-046-003-002;012;046;003;002;0010;GERL;P040
012-046-003-003;012;046;003;003;0010;GERL;P040
012-046-020-001;012;046;020;001;0010;MEDI;P080
012-046-030-001;012;046;030;001;0010;MEDI;P080
012-046-040-001;012;046;040;001;0010;MEDI;P136
012-046-050-001;012;046;050;001;0010;MEDI;P136
012-046-060-001;012;046;060;001;0010;MEDI;P136
012-046-070-001;012;046;070;001;0010;MEDI;P160
012-046-080-001;012;046;080;001;0010;MEDI;P200
012-047-000-001;012;047;000;001;0010;GERL;P040
012-047-000-002;012;047;000;002;0010;GERL;P040
012-047-000-003;012;047;000;003;0010;GERL;P040
012-047-001-001;012;047;001;001;0010;GERL;P040
012-047-001-002;012;047;001;002;0010;GERL;P040
012-047-001-003;012;047;001;003;0010;GERL;P040
012-047-002-001;012;047;002;001;0010;GERL;P040
012-047-002-002;012;047;002;002;0010;GERL;P040
012-047-002-003;012;047;002;003;0010;GERL;P040
012-047-003-001;012;047;003;001;0010;GERL;P040
012-047-003-002;012;047;003;002;0010;GERL;P040
012-047-003-003;012;047;003;003;0010;GERL;P040
012-047-020-001;012;047;020;001;0010;MEDI;P080
012-047-030-001;012;047;030;001;0010;MEDI;P080
012-047-040-001;012;047;040;001;0010;MEDI;P136
012-047-050-001;012;047;050;001;0010;MEDI;P136
012-047-060-001;012;047;060;001;0010;MEDI;P136
012-047-070-001;012;047;070;001;0010;MEDI;P160
012-047-080-001;012;047;080;001;0010;MEDI;P200
012-048-000-001;012;048;000;001;0010;GERL;P040
012-048-000-002;012;048;000;002;0010;GERL;P040
012-048-000-003;012;048;000;003;0010;GERL;P040
012-048-001-001;012;048;001;001;0010;GERL;P040
012-048-001-002;012;048;001;002;0010;GERL;P040
012-048-001-003;012;048;001;003;0010;GERL;P040
012-048-002-001;012;048;002;001;0010;GERL;P040
012-048-002-002;012;048;002;002;0010;GERL;P040
012-048-002-003;012;048;002;003;0010;GERL;P040
012-048-003-001;012;048;003;001;0010;GERL;P040
012-048-003-002;012;048;003;002;0010;GERL;P040
012-048-003-003;012;048;003;003;0010;GERL;P040
012-048-020-001;012;048;020;001;0010;MEDI;P080
012-048-030-001;012;048;030;001;0010;MEDI;P080
012-048-040-001;012;048;040;001;0010;MEDI;P136
012-048-050-001;012;048;050;001;0010;MEDI;P136
012-048-060-001;012;048;060;001;0010;MEDI;P136
012-048-070-001;012;048;070;001;0010;MEDI;P160
012-048-080-001;012;048;080;001;0010;MEDI;P200
012-049-000-001;012;049;000;001;0010;GERL;P040
012-049-000-002;012;049;000;002;0010;GERL;P040
012-049-000-003;012;049;000;003;0010;GERL;P040
012-049-001-001;012;049;001;001;0010;GERL;P040
012-049-001-002;012;049;001;002;0010;GERL;P040
012-049-001-003;012;049;001;003;0010;GERL;P040
012-049-002-001;012;049;002;001;0010;GERL;P040
012-049-002-002;012;049;002;002;0010;GERL;P040
012-049-002-003;012;049;002;003;0010;GERL;P040
012-049-003-001;012;049;003;001;0010;GERL;P040
012-049-003-002;012;049;003;002;0010;GERL;P040
012-049-003-003;012;049;003;003;0010;GERL;P040
012-049-020-001;012;049;020;001;0010;MEDI;P080
012-049-030-001;012;049;030;001;0010;MEDI;P080
012-049-040-001;012;049;040;001;0010;MEDI;P136
012-049-050-001;012;049;050;001;0010;MEDI;P136
012-049-060-001;012;049;060;001;0010;MEDI;P136
012-049-070-001;012;049;070;001;0010;MEDI;P160
012-049-080-001;012;049;080;001;0010;MEDI;P200
012-050-000-001;012;050;000;001;0010;GERL;P040
012-050-000-002;012;050;000;002;0010;GERL;P040
012-050-000-003;012;050;000;003;0010;GERL;P040
012-050-001-001;012;050;001;001;0010;GERL;P040
012-050-001-002;012;050;001;002;0010;GERL;P040
012-050-001-003;012;050;001;003;0010;GERL;P040
012-050-002-001;012;050;002;001;0010;GERL;P040
012-050-002-002;012;050;002;002;0010;GERL;P040
012-050-002-003;012;050;002;003;0010;GERL;P040
012-050-003-001;012;050;003;001;0010;GERL;P040
012-050-003-002;012;050;003;002;0010;GERL;P040
012-050-003-003;012;050;003;003;0010;GERL;P040
012-050-020-001;012;050;020;001;0010;MEDI;P080
012-050-030-001;012;050;030;001;0010;MEDI;P080
012-050-040-001;012;050;040;001;0010;MEDI;P136
012-050-050-001;012;050;050;001;0010;MEDI;P136
012-050-060-001;012;050;060;001;0010;MEDI;P136
012-050-070-001;012;050;070;001;0010;MEDI;P160
012-050-080-001;012;050;080;001;0010;MEDI;P200
012-051-000-001;012;051;000;001;0010;GERL;P040
012-051-000-002;012;051;000;002;0010;GERL;P040
012-051-000-003;012;051;000;003;0010;GERL;P040
012-051-001-001;012;051;001;001;0010;GERL;P040
012-051-001-002;012;051;001;002;0010;GERL;P040
012-051-001-003;012;051;001;003;0010;GERL;P040
012-051-002-001;012;051;002;001;0010;GERL;P040
012-051-002-002;012;051;002;002;0010;GERL;P040
012-051-002-003;012;051;002;003;0010;GERL;P040
012-051-003-001;012;051;003;001;0010;GERL;P040
012-051-003-002;012;051;003;002;0010;GERL;P040
012-051-003-003;012;051;003;003;0010;GERL;P040
012-051-020-001;012;051;020;001;0010;MEDI;P080
012-051-030-001;012;051;030;001;0010;MEDI;P080
012-051-040-001;012;051;040;001;0010;MEDI;P136
012-051-050-001;012;051;050;001;0010;MEDI;P136
012-051-060-001;012;051;060;001;0010;MEDI;P136
012-051-070-001;012;051;070;001;0010;MEDI;P160
012-051-080-001;012;051;080;001;0010;MEDI;P200
012-052-000-001;012;052;000;001;0010;GERL;P040
012-052-000-002;012;052;000;002;0010;GERL;P040
012-052-000-003;012;052;000;003;0010;GERL;P040
012-052-001-001;012;052;001;001;0010;GERL;P040
012-052-001-002;012;052;001;002;0010;GERL;P040
012-052-001-003;012;052;001;003;0010;GERL;P040
012-052-002-001;012;052;002;001;0010;GERL;P040
012-052-002-002;012;052;002;002;0010;GERL;P040
012-052-002-003;012;052;002;003;0010;GERL;P040
012-052-003-001;012;052;003;001;0010;GERL;P040
012-052-003-002;012;052;003;002;0010;GERL;P040
012-052-003-003;012;052;003;003;0010;GERL;P040
012-052-020-001;012;052;020;001;0010;MEDI;P080
012-052-030-001;012;052;030;001;0010;MEDI;P080
012-052-040-001;012;052;040;001;0010;MEDI;P136
012-052-050-001;012;052;050;001;0010;MEDI;P136
012-052-060-001;012;052;060;001;0010;MEDI;P136
012-052-070-001;012;052;070;001;0010;MEDI;P160
012-052-080-001;012;052;080;001;0010;MEDI;P200
012-053-000-001;012;053;000;001;0010;GERL;P040
012-053-000-002;012;053;000;002;0010;GERL;P040
012-053-000-003;012;053;000;003;0010;GERL;P040
012-053-001-001;012;053;001;001;0010;GERL;P040
012-053-001-002;012;053;001;002;0010;GERL;P040
012-053-001-003;012;053;001;003;0010;GERL;P040
012-053-002-001;012;053;002;001;0010;GERL;P040
012-053-002-002;012;053;002;002;0010;GERL;P040
012-053-002-003;012;053;002;003;0010;GERL;P040
012-053-003-001;012;053;003;001;0010;GERL;P040
012-053-003-002;012;053;003;002;0010;GERL;P040
012-053-003-003;012;053;003;003;0010;GERL;P040
012-053-020-001;012;053;020;001;0010;MEDI;P080
012-053-030-001;012;053;030;001;0010;MEDI;P080
012-053-040-001;012;053;040;001;0010;MEDI;P136
012-053-050-001;012;053;050;001;0010;MEDI;P136
012-053-060-001;012;053;060;001;0010;MEDI;P136
012-053-070-001;012;053;070;001;0010;MEDI;P160
012-053-080-001;012;053;080;001;0010;MEDI;P200
012-054-000-001;012;054;000;001;0010;GERL;P040
012-054-000-002;012;054;000;002;0010;GERL;P040
012-054-000-003;012;054;000;003;0010;GERL;P040
012-054-001-001;012;054;001;001;0010;GERL;P040
012-054-001-002;012;054;001;002;0010;GERL;P040
012-054-001-003;012;054;001;003;0010;GERL;P040
012-054-002-001;012;054;002;001;0010;GERL;P040
012-054-002-002;012;054;002;002;0010;GERL;P040
012-054-002-003;012;054;002;003;0010;GERL;P040
012-054-003-001;012;054;003;001;0010;GERL;P040
012-054-003-002;012;054;003;002;0010;GERL;P040
012-054-003-003;012;054;003;003;0010;GERL;P040
012-054-020-001;012;054;020;001;0010;MEDI;P080
012-054-030-001;012;054;030;001;0010;MEDI;P080
012-054-040-001;012;054;040;001;0010;MEDI;P136
012-054-050-001;012;054;050;001;0010;MEDI;P136
012-054-060-001;012;054;060;001;0010;MEDI;P136
012-054-070-001;012;054;070;001;0010;MEDI;P160
012-054-080-001;012;054;080;001;0010;MEDI;P200
012-055-050-001;012;055;050;001;0010;MEDI;P136
012-055-060-001;012;055;060;001;0010;MEDI;P136
012-055-070-001;012;055;070;001;0010;MEDI;P160
012-055-080-001;012;055;080;001;0010;MEDI;P200
012-056-050-001;012;056;050;001;0010;MEDI;P136
012-056-060-001;012;056;060;001;0010;MEDI;P136
012-056-070-001;012;056;070;001;0010;MEDI;P160
012-056-080-001;012;056;080;001;0010;MEDI;P200
012-057-050-001;012;057;050;001;0010;MEDI;P136
012-057-060-001;012;057;060;001;0010;MEDI;P136
012-057-070-001;012;057;070;001;0010;MEDI;P160
012-057-080-001;012;057;080;001;0010;MEDI;P200
012-058-050-001;012;058;050;001;0010;MEDI;P136
012-058-060-001;012;058;060;001;0010;MEDI;P136
012-058-070-001;012;058;070;001;0010;MEDI;P160
012-058-080-001;012;058;080;001;0010;MEDI;P200
012-059-050-001;012;059;050;001;0010;MEDI;P136
012-059-060-001;012;059;060;001;0010;MEDI;P136
012-059-070-001;012;059;070;001;0010;MEDI;P160
012-059-080-001;012;059;080;001;0010;MEDI;P200
012-060-050-001;012;060;050;001;0010;MEDI;P136
012-060-060-001;012;060;060;001;0010;MEDI;P136
012-060-070-001;012;060;070;001;0010;MEDI;P160
012-060-080-001;012;060;080;001;0010;MEDI;P200
012-061-000-001;012;061;000;001;0010;GERL;P040
012-061-000-002;012;061;000;002;0010;GERL;P040
012-061-000-003;012;061;000;003;0010;GERL;P040
012-061-001-001;012;061;001;001;0010;GERL;P040
012-061-001-002;012;061;001;002;0010;GERL;P040
012-061-001-003;012;061;001;003;0010;GERL;P040
012-061-002-001;012;061;002;001;0010;GERL;P040
012-061-002-002;012;061;002;002;0010;GERL;P040
012-061-002-003;012;061;002;003;0010;GERL;P040
012-061-003-001;012;061;003;001;0010;GERL;P040
012-061-003-002;012;061;003;002;0010;GERL;P040
012-061-003-003;012;061;003;003;0010;GERL;P040
012-061-020-001;012;061;020;001;0010;MEDI;P080
012-061-030-001;012;061;030;001;0010;MEDI;P080
012-061-040-001;012;061;040;001;0010;MEDI;P136
012-061-050-001;012;061;050;001;0010;MEDI;P136
012-061-060-001;012;061;060;001;0010;MEDI;P136
012-061-070-001;012;061;070;001;0010;MEDI;P160
012-061-080-001;012;061;080;001;0010;MEDI;P200
012-062-000-001;012;062;000;001;0010;GERL;P040
012-062-000-002;012;062;000;002;0010;GERL;P040
012-062-000-003;012;062;000;003;0010;GERL;P040
012-062-001-001;012;062;001;001;0010;GERL;P040
012-062-001-002;012;062;001;002;0010;GERL;P040
012-062-001-003;012;062;001;003;0010;GERL;P040
012-062-002-001;012;062;002;001;0010;GERL;P040
012-062-002-002;012;062;002;002;0010;GERL;P040
012-062-002-003;012;062;002;003;0010;GERL;P040
012-062-003-001;012;062;003;001;0010;GERL;P040
012-062-003-002;012;062;003;002;0010;GERL;P040
012-062-003-003;012;062;003;003;0010;GERL;P040
012-062-020-001;012;062;020;001;0010;MEDI;P080
012-062-030-001;012;062;030;001;0010;MEDI;P080
012-062-040-001;012;062;040;001;0010;MEDI;P136
012-062-050-001;012;062;050;001;0010;MEDI;P136
012-062-060-001;012;062;060;001;0010;MEDI;P136
012-062-070-001;012;062;070;001;0010;MEDI;P160
012-062-080-001;012;062;080;001;0010;MEDI;P200
012-063-000-001;012;063;000;001;0010;GERL;P040
012-063-000-002;012;063;000;002;0010;GERL;P040
012-063-000-003;012;063;000;003;0010;GERL;P040
012-063-001-001;012;063;001;001;0010;GERL;P040
012-063-001-002;012;063;001;002;0010;GERL;P040
012-063-001-003;012;063;001;003;0010;GERL;P040
012-063-002-001;012;063;002;001;0010;GERL;P040
012-063-002-002;012;063;002;002;0010;GERL;P040
012-063-002-003;012;063;002;003;0010;GERL;P040
012-063-003-001;012;063;003;001;0010;GERL;P040
012-063-003-002;012;063;003;002;0010;GERL;P040
012-063-003-003;012;063;003;003;0010;GERL;P040
012-063-020-001;012;063;020;001;0010;MEDI;P080
012-063-030-001;012;063;030;001;0010;MEDI;P080
012-063-040-001;012;063;040;001;0010;MEDI;P136
012-063-050-001;012;063;050;001;0010;MEDI;P136
012-063-060-001;012;063;060;001;0010;MEDI;P136
012-063-070-001;012;063;070;001;0010;MEDI;P160
012-063-080-001;012;063;080;001;0010;MEDI;P200
012-064-000-001;012;064;000;001;0010;GERL;P040
012-064-000-002;012;064;000;002;0010;GERL;P040
012-064-000-003;012;064;000;003;0010;GERL;P040
012-064-001-001;012;064;001;001;0010;GERL;P040
012-064-001-002;012;064;001;002;0010;GERL;P040
012-064-001-003;012;064;001;003;0010;GERL;P040
012-064-002-001;012;064;002;001;0010;GERL;P040
012-064-002-002;012;064;002;002;0010;GERL;P040
012-064-002-003;012;064;002;003;0010;GERL;P040
012-064-003-001;012;064;003;001;0010;GERL;P040
012-064-003-002;012;064;003;002;0010;GERL;P040
012-064-003-003;012;064;003;003;0010;GERL;P040
012-064-020-001;012;064;020;001;0010;MEDI;P080
012-064-030-001;012;064;030;001;0010;MEDI;P080
012-064-040-001;012;064;040;001;0010;MEDI;P136
012-064-050-001;012;064;050;001;0010;MEDI;P136
012-064-060-001;012;064;060;001;0010;MEDI;P136
012-064-070-001;012;064;070;001;0010;MEDI;P160
012-064-080-001;012;064;080;001;0010;MEDI;P200
012-065-000-001;012;065;000;001;0010;GERL;P040
012-065-000-002;012;065;000;002;0010;GERL;P040
012-065-000-003;012;065;000;003;0010;GERL;P040
012-065-001-001;012;065;001;001;0010;GERL;P040
012-065-001-002;012;065;001;002;0010;GERL;P040
012-065-001-003;012;065;001;003;0010;GERL;P040
012-065-002-001;012;065;002;001;0010;GERL;P040
012-065-002-002;012;065;002;002;0010;GERL;P040
012-065-002-003;012;065;002;003;0010;GERL;P040
012-065-003-001;012;065;003;001;0010;GERL;P040
012-065-003-002;012;065;003;002;0010;GERL;P040
012-065-003-003;012;065;003;003;0010;GERL;P040
012-065-020-001;012;065;020;001;0010;MEDI;P080
012-065-030-001;012;065;030;001;0010;MEDI;P080
012-065-040-001;012;065;040;001;0010;MEDI;P136
012-065-050-001;012;065;050;001;0010;MEDI;P136
012-065-060-001;012;065;060;001;0010;MEDI;P136
012-065-070-001;012;065;070;001;0010;MEDI;P160
012-065-080-001;012;065;080;001;0010;MEDI;P200
012-066-000-001;012;066;000;001;0010;GERL;P040
012-066-000-002;012;066;000;002;0010;GERL;P040
012-066-000-003;012;066;000;003;0010;GERL;P040
012-066-001-001;012;066;001;001;0010;GERL;P040
012-066-001-002;012;066;001;002;0010;GERL;P040
012-066-001-003;012;066;001;003;0010;GERL;P040
012-066-002-001;012;066;002;001;0010;GERL;P040
012-066-002-002;012;066;002;002;0010;GERL;P040
012-066-002-003;012;066;002;003;0010;GERL;P040
012-066-003-001;012;066;003;001;0010;GERL;P040
012-066-003-002;012;066;003;002;0010;GERL;P040
012-066-003-003;012;066;003;003;0010;GERL;P040
012-066-020-001;012;066;020;001;0010;MEDI;P080
012-066-030-001;012;066;030;001;0010;MEDI;P080
012-066-040-001;012;066;040;001;0010;MEDI;P136
012-066-050-001;012;066;050;001;0010;MEDI;P136
012-066-060-001;012;066;060;001;0010;MEDI;P136
012-066-070-001;012;066;070;001;0010;MEDI;P160
012-066-080-001;012;066;080;001;0010;MEDI;P200
012-067-000-001;012;067;000;001;0010;GERL;P040
012-067-000-002;012;067;000;002;0010;GERL;P040
012-067-000-003;012;067;000;003;0010;GERL;P040
012-067-001-001;012;067;001;001;0010;GERL;P040
012-067-001-002;012;067;001;002;0010;GERL;P040
012-067-001-003;012;067;001;003;0010;GERL;P040
012-067-002-001;012;067;002;001;0010;GERL;P040
012-067-002-002;012;067;002;002;0010;GERL;P040
012-067-002-003;012;067;002;003;0010;GERL;P040
012-067-003-001;012;067;003;001;0010;GERL;P040
012-067-003-002;012;067;003;002;0010;GERL;P040
012-067-003-003;012;067;003;003;0010;GERL;P040
012-067-020-001;012;067;020;001;0010;MEDI;P080
012-067-030-001;012;067;030;001;0010;MEDI;P080
012-067-040-001;012;067;040;001;0010;MEDI;P136
012-067-050-001;012;067;050;001;0010;MEDI;P136
012-067-060-001;012;067;060;001;0010;MEDI;P136
012-067-070-001;012;067;070;001;0010;MEDI;P160
012-067-080-001;012;067;080;001;0010;MEDI;P200
012-068-000-001;012;068;000;001;0010;GERL;P040
012-068-000-002;012;068;000;002;0010;GERL;P040
012-068-000-003;012;068;000;003;0010;GERL;P040
012-068-001-001;012;068;001;001;0010;GERL;P040
012-068-001-002;012;068;001;002;0010;GERL;P040
012-068-001-003;012;068;001;003;0010;GERL;P040
012-068-002-001;012;068;002;001;0010;GERL;P040
012-068-002-002;012;068;002;002;0010;GERL;P040
012-068-002-003;012;068;002;003;0010;GERL;P040
012-068-003-001;012;068;003;001;0010;GERL;P040
012-068-003-002;012;068;003;002;0010;GERL;P040
012-068-003-003;012;068;003;003;0010;GERL;P040
012-068-020-001;012;068;020;001;0010;MEDI;P080
012-068-030-001;012;068;030;001;0010;MEDI;P080
012-068-040-001;012;068;040;001;0010;MEDI;P136
012-068-050-001;012;068;050;001;0010;MEDI;P136
012-068-060-001;012;068;060;001;0010;MEDI;P136
012-068-070-001;012;068;070;001;0010;MEDI;P160
012-068-080-001;012;068;080;001;0010;MEDI;P200
012-069-000-001;012;069;000;001;0010;GERL;P040
012-069-000-002;012;069;000;002;0010;GERL;P040
012-069-000-003;012;069;000;003;0010;GERL;P040
012-069-001-001;012;069;001;001;0010;GERL;P040
012-069-001-002;012;069;001;002;0010;GERL;P040
012-069-001-003;012;069;001;003;0010;GERL;P040
012-069-002-001;012;069;002;001;0010;GERL;P040
012-069-002-002;012;069;002;002;0010;GERL;P040
012-069-002-003;012;069;002;003;0010;GERL;P040
012-069-003-001;012;069;003;001;0010;GERL;P040
012-069-003-002;012;069;003;002;0010;GERL;P040
012-069-003-003;012;069;003;003;0010;GERL;P040
012-069-020-001;012;069;020;001;0010;MEDI;P080
012-069-030-001;012;069;030;001;0010;MEDI;P080
012-069-040-001;012;069;040;001;0010;MEDI;P136
012-069-050-001;012;069;050;001;0010;MEDI;P136
012-069-060-001;012;069;060;001;0010;MEDI;P136
012-069-070-001;012;069;070;001;0010;MEDI;P160
012-069-080-001;012;069;080;001;0010;MEDI;P200
012-070-000-001;012;070;000;001;0010;GERL;P040
012-070-000-002;012;070;000;002;0010;GERL;P040
012-070-000-003;012;070;000;003;0010;GERL;P040
012-070-001-001;012;070;001;001;0010;GERL;P040
012-070-001-002;012;070;001;002;0010;GERL;P040
012-070-001-003;012;070;001;003;0010;GERL;P040
012-070-002-001;012;070;002;001;0010;GERL;P040
012-070-002-002;012;070;002;002;0010;GERL;P040
012-070-002-003;012;070;002;003;0010;GERL;P040
012-070-003-001;012;070;003;001;0010;GERL;P040
012-070-003-002;012;070;003;002;0010;GERL;P040
012-070-003-003;012;070;003;003;0010;GERL;P040
012-070-020-001;012;070;020;001;0010;MEDI;P080
012-070-030-001;012;070;030;001;0010;MEDI;P080
012-070-040-001;012;070;040;001;0010;MEDI;P136
012-070-050-001;012;070;050;001;0010;MEDI;P136
012-070-060-001;012;070;060;001;0010;MEDI;P136
012-070-070-001;012;070;070;001;0010;MEDI;P160
012-070-080-001;012;070;080;001;0010;MEDI;P200
012-071-000-001;012;071;000;001;0010;GERL;P040
012-071-000-002;012;071;000;002;0010;GERL;P040
012-071-000-003;012;071;000;003;0010;GERL;P040
012-071-001-001;012;071;001;001;0010;GERL;P040
012-071-001-002;012;071;001;002;0010;GERL;P040
012-071-001-003;012;071;001;003;0010;GERL;P040
012-071-002-001;012;071;002;001;0010;GERL;P040
012-071-002-002;012;071;002;002;0010;GERL;P040
012-071-002-003;012;071;002;003;0010;GERL;P040
012-071-003-001;012;071;003;001;0010;GERL;P040
012-071-003-002;012;071;003;002;0010;GERL;P040
012-071-003-003;012;071;003;003;0010;GERL;P040
012-071-020-001;012;071;020;001;0010;MEDI;P080
012-071-030-001;012;071;030;001;0010;MEDI;P080
012-071-040-001;012;071;040;001;0010;MEDI;P136
012-071-050-001;012;071;050;001;0010;MEDI;P136
012-071-060-001;012;071;060;001;0010;MEDI;P136
012-071-070-001;012;071;070;001;0010;MEDI;P160
012-071-080-001;012;071;080;001;0010;MEDI;P200
012-072-000-001;012;072;000;001;0010;GERL;P040
012-072-000-002;012;072;000;002;0010;GERL;P040
012-072-000-003;012;072;000;003;0010;GERL;P040
012-072-001-001;012;072;001;001;0010;GERL;P040
012-072-001-002;012;072;001;002;0010;GERL;P040
012-072-001-003;012;072;001;003;0010;GERL;P040
012-072-002-001;012;072;002;001;0010;GERL;P040
012-072-002-002;012;072;002;002;0010;GERL;P040
012-072-002-003;012;072;002;003;0010;GERL;P040
012-072-003-001;012;072;003;001;0010;GERL;P040
012-072-003-002;012;072;003;002;0010;GERL;P040
012-072-003-003;012;072;003;003;0010;GERL;P040
012-072-020-001;012;072;020;001;0010;MEDI;P080
012-072-030-001;012;072;030;001;0010;MEDI;P080
012-072-040-001;012;072;040;001;0010;MEDI;P136
012-072-050-001;012;072;050;001;0010;MEDI;P136
012-072-060-001;012;072;060;001;0010;MEDI;P136
012-072-070-001;012;072;070;001;0010;MEDI;P160
012-072-080-001;012;072;080;001;0010;MEDI;P200
012-073-000-001;012;073;000;001;0010;GERL;P040
012-073-000-002;012;073;000;002;0010;GERL;P040
012-073-000-003;012;073;000;003;0010;GERL;P040
012-073-001-001;012;073;001;001;0010;GERL;P040
012-073-001-002;012;073;001;002;0010;GERL;P040
