Posição no depósito;Corr.pos.dep.;Col.posição depósito;Nível pos.dep.;Subdiv.pos.dep.;Tipo de depósito;Área armazmto.;Tp.posição depósito
017-123-030-001;017;123;030;001;0010;GERL;P080
017-123-040-001;017;123;040;001;0010;GERL;P136
017-123-050-001;017;123;050;001;0010;GERL;P136
017-123-060-001;017;123;060;001;0010;GERL;P136
017-123-070-001;017;123;070;001;0010;GERL;P160
017-123-080-001;017;123;080;001;0010;GERL;P200
017-124-010-001;017;124;010;001;0010;GERL;P080
017-124-020-001;017;124;020;001;0010;GERL;P080
017-124-030-001;017;124;030;001;0010;GERL;P080
017-124-040-001;017;124;040;001;0010;GERL;P136
017-124-050-001;017;124;050;001;0010;GERL;P136
017-124-060-001;017;124;060;001;0010;GERL;P136
017-124-070-001;017;124;070;001;0010;GERL;P160
017-124-080-001;017;124;080;001;0010;GERL;P200
017-125-010-001;017;125;010;001;0010;GERL;P080
017-125-020-001;017;125;020;001;0010;GERL;P080
017-125-030-001;017;125;030;001;0010;GERL;P080
017-125-040-001;017;125;040;001;0010;GERL;P136
017-125-050-001;017;125;050;001;0010;GERL;P136
017-125-060-001;017;125;060;001;0010;GERL;P136
017-125-070-001;017;125;070;001;0010;GERL;P160
017-125-080-001;017;125;080;001;0010;GERL;P200
017-126-010-001;017;126;010;001;0010;GERL;P080
017-126-020-001;017;126;020;001;0010;GERL;P080
017-126-030-001;017;126;030;001;0010;GERL;P080
017-126-040-001;017;126;040;001;0010;GERL;P136
017-126-050-001;017;126;050;001;0010;GERL;P136
017-126-060-001;017;126;060;001;0010;GERL;P136
017-126-070-001;017;126;070;001;0010;GERL;P160
017-126-080-001;017;126;080;001;0010;GERL;P200
017-127-010-001;017;127;010;001;0010;GERL;P080
017-127-020-001;017;127;020;001;0010;GERL;P080
017-127-030-001;017;127;030;001;0010;GERL;P080
017-127-040-001;017;127;040;001;0010;GERL;P136
017-127-050-001;017;127;050;001;0010;GERL;P136
017-127-060-001;017;127;060;001;0010;GERL;P136
017-127-070-001;017;127;070;001;0010;GERL;P160
017-127-080-001;017;127;080;001;0010;GERL;P200
017-128-010-001;017;128;010;001;0010;GERL;P080
017-128-020-001;017;128;020;001;0010;GERL;P080
017-128-030-001;017;128;030;001;0010;GERL;P080
017-128-040-001;017;128;040;001;0010;GERL;P136
017-128-050-001;017;128;050;001;0010;GERL;P136
017-128-060-001;017;128;060;001;0010;GERL;P136
017-128-070-001;017;128;070;001;0010;GERL;P160
017-128-080-001;017;128;080;001;0010;GERL;P200
017-129-010-001;017;129;010;001;0010;GERL;P080
017-129-020-001;017;129;020;001;0010;GERL;P080
017-129-030-001;017;129;030;001;0010;GERL;P080
017-129-040-001;017;129;040;001;0010;GERL;P136
017-129-050-001;017;129;050;001;0010;GERL;P136
017-129-060-001;017;129;060;001;0010;GERL;P136
017-129-070-001;017;129;070;001;0010;GERL;P160
017-129-080-001;017;129;080;001;0010;GERL;P200
017-130-010-001;017;130;010;001;0010;GERL;P080
017-130-020-001;017;130;020;001;0010;GERL;P080
017-130-030-001;017;130;030;001;0010;GERL;P080
017-130-040-001;017;130;040;001;0010;GERL;P136
017-130-050-001;017;130;050;001;0010;GERL;P136
017-130-060-001;017;130;060;001;0010;GERL;P136
017-130-070-001;017;130;070;001;0010;GERL;P160
017-130-080-001;017;130;080;001;0010;GERL;P200
017-131-010-001;017;131;010;001;0010;GERL;P080
017-131-020-001;017;131;020;001;0010;GERL;P080
017-131-030-001;017;131;030;001;0010;GERL;P080
017-131-040-001;017;131;040;001;0010;GERL;P136
017-131-050-001;017;131;050;001;0010;GERL;P136
017-131-060-001;017;131;060;001;0010;GERL;P136
017-131-070-001;017;131;070;001;0010;GERL;P160
017-131-080-001;017;131;080;001;0010;GERL;P200
017-132-010-001;017;132;010;001;0010;GERL;P080
017-132-020-001;017;132;020;001;0010;GERL;P080
017-132-030-001;017;132;030;001;0010;GERL;P080
017-132-040-001;017;132;040;001;0010;GERL;P136
017-132-050-001;017;132;050;001;0010;GERL;P136
017-132-060-001;017;132;060;001;0010;GERL;P136
017-132-070-001;017;132;070;001;0010;GERL;P160
017-132-080-001;017;132;080;001;0010;GERL;P200
017-133-010-001;017;133;010;001;0010;GERL;P080
017-133-020-001;017;133;020;001;0010;GERL;P080
017-133-030-001;017;133;030;001;0010;GERL;P080
017-133-040-001;017;133;040;001;0010;GERL;P136
017-133-050-001;017;133;050;001;0010;GERL;P136
017-133-060-001;017;133;060;001;0010;GERL;P136
017-133-070-001;017;133;070;001;0010;GERL;P160
017-133-080-001;017;133;080;001;0010;GERL;P200
017-134-010-001;017;134;010;001;0010;GERL;P080
017-134-020-001;017;134;020;001;0010;GERL;P080
017-134-030-001;017;134;030;001;0010;GERL;P080
017-134-040-001;017;134;040;001;0010;GERL;P136
017-134-050-001;017;134;050;001;0010;GERL;P136
017-134-060-001;017;134;060;001;0010;GERL;P136
017-134-070-001;017;134;070;001;0010;GERL;P160
017-134-080-001;017;134;080;001;0010;GERL;P200
017-135-010-001;017;135;010;001;0010;GERL;P080
017-135-020-001;017;135;020;001;0010;GERL;P080
017-135-030-001;017;135;030;001;0010;GERL;P080
017-135-040-001;017;135;040;001;0010;GERL;P136
017-135-050-001;017;135;050;001;0010;GERL;P136
017-135-060-001;017;135;060;001;0010;GERL;P136
017-135-070-001;017;135;070;001;0010;GERL;P160
017-135-080-001;017;135;080;001;0010;GERL;P200
017-136-010-001;017;136;010;001;0010;GERL;P080
017-136-020-001;017;136;020;001;0010;GERL;P080
017-136-030-001;017;136;030;001;0010;GERL;P080
017-136-040-001;017;136;040;001;0010;GERL;P136
017-136-050-001;017;136;050;001;0010;GERL;P136
017-136-060-001;017;136;060;001;0010;GERL;P136
017-136-070-001;017;136;070;001;0010;GERL;P160
017-136-080-001;017;136;080;001;0010;GERL;P200
017-137-010-001;017;137;010;001;0010;GERL;P080
017-137-020-001;017;137;020;001;0010;GERL;P080
017-137-030-001;017;137;030;001;0010;GERL;P080
017-137-040-001;017;137;040;001;0010;GERL;P136
017-137-050-001;017;137;050;001;0010;GERL;P136
017-137-060-001;017;137;060;001;0010;GERL;P136
017-137-070-001;017;137;070;001;0010;GERL;P160
017-137-080-001;017;137;080;001;0010;GERL;P200
017-138-010-001;017;138;010;001;0010;GERL;P080
017-138-020-001;017;138;020;001;0010;GERL;P080
017-138-030-001;017;138;030;001;0010;GERL;P080
017-138-040-001;017;138;040;001;0010;GERL;P136
017-138-050-001;017;138;050;001;0010;GERL;P136
017-138-060-001;017;138;060;001;0010;GERL;P136
017-138-070-001;017;138;070;001;0010;GERL;P160
017-138-080-001;017;138;080;001;0010;GERL;P200
017-139-010-001;017;139;010;001;0010;GERL;P080
017-139-020-001;017;139;020;001;0010;GERL;P080
017-139-030-001;017;139;030;001;0010;GERL;P080
017-139-040-001;017;139;040;001;0010;GERL;P136
017-139-050-001;017;139;050;001;0010;GERL;P136
017-139-060-001;017;139;060;001;0010;GERL;P136
017-139-070-001;017;139;070;001;0010;GERL;P160
017-139-080-001;017;139;080;001;0010;GERL;P200
017-140-010-001;017;140;010;001;0010;GERL;P080
017-140-020-001;017;140;020;001;0010;GERL;P080
017-140-030-001;017;140;030;001;0010;GERL;P080
017-140-040-001;017;140;040;001;0010;GERL;P136
017-140-050-001;017;140;050;001;0010;GERL;P136
017-140-060-001;017;140;060;001;0010;GERL;P136
017-140-070-001;017;140;070;001;0010;GERL;P160
017-140-080-001;017;140;080;001;0010;GERL;P200
017-141-010-001;017;141;010;001;0010;GERL;P080
017-141-020-001;017;141;020;001;0010;GERL;P080
017-141-030-001;017;141;030;001;0010;GERL;P080
017-141-040-001;017;141;040;001;0010;GERL;P136
017-141-050-001;017;141;050;001;0010;GERL;P136
017-141-060-001;017;141;060;001;0010;GERL;P136
017-141-070-001;017;141;070;001;0010;GERL;P160
017-141-080-001;017;141;080;001;0010;GERL;P200
017-142-010-001;017;142;010;001;0010;GERL;P080
017-142-020-001;017;142;020;001;0010;GERL;P080
017-142-030-001;017;142;030;001;0010;GERL;P080
017-142-040-001;017;142;040;001;0010;GERL;P136
017-142-050-001;017;142;050;001;0010;GERL;P136
017-142-060-001;017;142;060;001;0010;GERL;P136
017-142-070-001;017;142;070;001;0010;GERL;P160
017-142-080-001;017;142;080;001;0010;GERL;P200
017-143-020-001;017;143;020;001;0010;GERL;P080
017-143-030-001;017;143;030;001;0010;GERL;P080
017-143-040-001;017;143;040;001;0010;GERL;P136
017-143-050-001;017;143;050;001;0010;GERL;P136
017-143-060-001;017;143;060;001;0010;GERL;P136
017-143-070-001;017;143;070;001;0010;GERL;P160
017-143-080-001;017;143;080;001;0010;GERL;P200
017-144-020-001;017;144;020;001;0010;GERL;P080
017-144-030-001;017;144;030;001;0010;GERL;P080
017-144-040-001;017;144;040;001;0010;GERL;P136
017-144-050-001;017;144;050;001;0010;GERL;P136
017-144-060-001;017;144;060;001;0010;GERL;P136
017-144-070-001;017;144;070;001;0010;GERL;P160
017-144-080-001;017;144;080;001;0010;GERL;P200
017-145-020-001;017;145;020;001;0010;GERL;P080
017-145-030-001;017;145;030;001;0010;GERL;P080
017-145-040-001;017;145;040;001;0010;GERL;P136
017-145-050-001;017;145;050;001;0010;GERL;P136
017-145-060-001;017;145;060;001;0010;GERL;P136
017-145-070-001;017;145;070;001;0010;GERL;P160
017-145-080-001;017;145;080;001;0010;GERL;P200
017-146-020-001;017;146;020;001;0010;GERL;P080
017-146-030-001;017;146;030;001;0010;GERL;P080
017-146-040-001;017;146;040;001;0010;GERL;P136
017-146-050-001;017;146;050;001;0010;GERL;P136
017-146-060-001;017;146;060;001;0010;GERL;P136
017-146-070-001;017;146;070;001;0010;GERL;P160
017-146-080-001;017;146;080;001;0010;GERL;P200
018-001-010-001;018;001;010;001;0010;PERF;P080
018-001-020-001;018;001;020;001;0010;PERF;P080
018-001-030-001;018;001;030;001;0010;PERF;P080
018-001-040-001;018;001;040;001;0010;PERF;P136
018-001-050-001;018;001;050;001;0010;PERF;P136
018-001-060-001;018;001;060;001;0010;PERF;P136
018-001-070-001;018;001;070;001;0010;PERF;P160
018-001-080-001;018;001;080;001;0010;PERF;P200
018-002-010-001;018;002;010;001;0010;PERF;P080
018-002-020-001;018;002;020;001;0010;PERF;P080
018-002-030-001;018;002;030;001;0010;PERF;P080
018-002-040-001;018;002;040;001;0010;PERF;P136
018-002-050-001;018;002;050;001;0010;PERF;P136
018-002-060-001;018;002;060;001;0010;PERF;P136
018-002-070-001;018;002;070;001;0010;PERF;P160
018-002-080-001;018;002;080;001;0010;PERF;P200
018-003-010-001;018;003;010;001;0010;PERF;P080
018-003-020-001;018;003;020;001;0010;PERF;P080
018-003-030-001;018;003;030;001;0010;PERF;P080
018-003-040-001;018;003;040;001;0010;PERF;P136
018-003-050-001;018;003;050;001;0010;PERF;P136
018-003-060-001;018;003;060;001;0010;PERF;P136
018-003-070-001;018;003;070;001;0010;PERF;P160
018-003-080-001;018;003;080;001;0010;PERF;P200
018-004-010-001;018;004;010;001;0010;PERF;P080
018-004-020-001;018;004;020;001;0010;PERF;P080
018-004-030-001;018;004;030;001;0010;PERF;P080
018-004-040-001;018;004;040;001;0010;PERF;P136
018-004-050-001;018;004;050;001;0010;PERF;P136
018-004-060-001;018;004;060;001;0010;PERF;P136
018-004-070-001;018;004;070;001;0010;PERF;P160
018-004-080-001;018;004;080;001;0010;PERF;P200
018-005-010-001;018;005;010;001;0010;PERF;P080
018-005-020-001;018;005;020;001;0010;PERF;P080
018-005-030-001;018;005;030;001;0010;PERF;P080
018-005-040-001;018;005;040;001;0010;PERF;P136
018-005-050-001;018;005;050;001;0010;PERF;P136
018-005-060-001;018;005;060;001;0010;PERF;P136
018-005-070-001;018;005;070;001;0010;PERF;P160
018-005-080-001;018;005;080;001;0010;PERF;P200
018-006-010-001;018;006;010;001;0010;PERF;P080
018-006-020-001;018;006;020;001;0010;PERF;P080
018-006-030-001;018;006;030;001;0010;PERF;P080
018-006-040-001;018;006;040;001;0010;PERF;P136
018-006-050-001;018;006;050;001;0010;PERF;P136
018-006-060-001;018;006;060;001;0010;PERF;P136
018-006-070-001;018;006;070;001;0010;PERF;P160
018-006-080-001;018;006;080;001;0010;PERF;P200
018-007-010-001;018;007;010;001;0010;PERF;P080
018-007-020-001;018;007;020;001;0010;PERF;P080
018-007-030-001;018;007;030;001;0010;PERF;P080
018-007-040-001;018;007;040;001;0010;PERF;P136
018-007-050-001;018;007;050;001;0010;PERF;P136
018-007-060-001;018;007;060;001;0010;PERF;P136
018-007-070-001;018;007;070;001;0010;PERF;P160
018-007-080-001;018;007;080;001;0010;PERF;P200
018-008-010-001;018;008;010;001;0010;PERF;P080
018-008-020-001;018;008;020;001;0010;PERF;P080
018-008-030-001;018;008;030;001;0010;PERF;P080
018-008-040-001;018;008;040;001;0010;PERF;P136
018-008-050-001;018;008;050;001;0010;PERF;P136
018-008-060-001;018;008;060;001;0010;PERF;P136
018-008-070-001;018;008;070;001;0010;PERF;P160
018-008-080-001;018;008;080;001;0010;PERF;P200
018-009-010-001;018;009;010;001;0010;PERF;P080
018-009-020-001;018;009;020;001;0010;PERF;P080
018-009-030-001;018;009;030;001;0010;PERF;P080
018-009-040-001;018;009;040;001;0010;PERF;P136
018-009-050-001;018;009;050;001;0010;PERF;P136
018-009-060-001;018;009;060;001;0010;PERF;P136
018-009-070-001;018;009;070;001;0010;PERF;P160
018-009-080-001;018;009;080;001;0010;PERF;P200
018-010-010-001;018;010;010;001;0010;PERF;P080
018-010-020-001;018;010;020;001;0010;PERF;P080
018-010-030-001;018;010;030;001;0010;PERF;P080
018-010-040-001;018;010;040;001;0010;PERF;P136
018-010-050-001;018;010;050;001;0010;PERF;P136
018-010-060-001;018;010;060;001;0010;PERF;P136
018-010-070-001;018;010;070;001;0010;PERF;P160
018-010-080-001;018;010;080;001;0010;PERF;P200
018-011-010-001;018;011;010;001;0010;PERF;P080
018-011-020-001;018;011;020;001;0010;PERF;P080
018-011-030-001;018;011;030;001;0010;PERF;P080
018-011-040-001;018;011;040;001;0010;PERF;P136
018-011-050-001;018;011;050;001;0010;PERF;P136
018-011-060-001;018;011;060;001;0010;PERF;P136
018-011-070-001;018;011;070;001;0010;PERF;P160
018-011-080-001;018;011;080;001;0010;PERF;P200
018-012-010-001;018;012;010;001;0010;PERF;P080
018-012-020-001;018;012;020;001;0010;PERF;P080
018-012-030-001;018;012;030;001;0010;PERF;P080
018-012-040-001;018;012;040;001;0010;PERF;P136
018-012-050-001;018;012;050;001;0010;PERF;P136
018-012-060-001;018;012;060;001;0010;PERF;P136
018-012-070-001;018;012;070;001;0010;PERF;P160
018-012-080-001;018;012;080;001;0010;PERF;P200
018-013-010-001;018;013;010;001;0010;PERF;P080
018-013-020-001;018;013;020;001;0010;PERF;P080
018-013-030-001;018;013;030;001;0010;PERF;P080
018-013-040-001;018;013;040;001;0010;PERF;P136
018-013-050-001;018;013;050;001;0010;PERF;P136
018-013-060-001;018;013;060;001;0010;PERF;P136
018-013-070-001;018;013;070;001;0010;PERF;P160
018-013-080-001;018;013;080;001;0010;PERF;P200
018-014-010-001;018;014;010;001;0010;PERF;P080
018-014-020-001;018;014;020;001;0010;PERF;P080
018-014-030-001;018;014;030;001;0010;PERF;P080
018-014-040-001;018;014;040;001;0010;PERF;P136
018-014-050-001;018;014;050;001;0010;PERF;P136
018-014-060-001;018;014;060;001;0010;PERF;P136
018-014-070-001;018;014;070;001;0010;PERF;P160
018-014-080-001;018;014;080;001;0010;PERF;P200
018-015-010-001;018;015;010;001;0010;PERF;P080
018-015-020-001;018;015;020;001;0010;PERF;P080
018-015-030-001;018;015;030;001;0010;PERF;P080
018-015-040-001;018;015;040;001;0010;PERF;P136
018-015-050-001;018;015;050;001;0010;PERF;P136
018-015-060-001;018;015;060;001;0010;PERF;P136
018-015-070-001;018;015;070;001;0010;PERF;P160
018-015-080-001;018;015;080;001;0010;PERF;P200
018-016-010-001;018;016;010;001;0010;PERF;P080
018-016-020-001;018;016;020;001;0010;PERF;P080
018-016-030-001;018;016;030;001;0010;PERF;P080
018-016-040-001;018;016;040;001;0010;PERF;P136
018-016-050-001;018;016;050;001;0010;PERF;P136
018-016-060-001;018;016;060;001;0010;PERF;P136
018-016-070-001;018;016;070;001;0010;PERF;P160
018-016-080-001;018;016;080;001;0010;PERF;P200
018-017-010-001;018;017;010;001;0010;PERF;P080
018-017-020-001;018;017;020;001;0010;PERF;P080
018-017-030-001;018;017;030;001;0010;PERF;P080
018-017-040-001;018;017;040;001;0010;PERF;P136
018-017-050-001;018;017;050;001;0010;PERF;P136
018-017-060-001;018;017;060;001;0010;PERF;P136
018-017-070-001;018;017;070;001;0010;PERF;P160
018-017-080-001;018;017;080;001;0010;PERF;P200
018-018-010-001;018;018;010;001;0010;PERF;P080
018-018-020-001;018;018;020;001;0010;PERF;P080
018-018-030-001;018;018;030;001;0010;PERF;P080
018-018-040-001;018;018;040;001;0010;PERF;P136
018-018-050-001;018;018;050;001;0010;PERF;P136
018-018-060-001;018;018;060;001;0010;PERF;P136
018-018-070-001;018;018;070;001;0010;PERF;P160
018-018-080-001;018;018;080;001;0010;PERF;P200
018-019-010-001;018;019;010;001;0010;PERF;P080
018-019-020-001;018;019;020;001;0010;PERF;P080
018-019-030-001;018;019;030;001;0010;PERF;P080
018-019-040-001;018;019;040;001;0010;PERF;P136
018-019-050-001;018;019;050;001;0010;PERF;P136
018-019-060-001;018;019;060;001;0010;PERF;P136
018-019-070-001;018;019;070;001;0010;PERF;P160
018-019-080-001;018;019;080;001;0010;PERF;P200
018-020-010-001;018;020;010;001;0010;PERF;P080
018-020-020-001;018;020;020;001;0010;PERF;P080
018-020-030-001;018;020;030;001;0010;PERF;P080
018-020-040-001;018;020;040;001;0010;PERF;P136
018-020-050-001;018;020;050;001;0010;PERF;P136
018-020-060-001;018;020;060;001;0010;PERF;P136
018-020-070-001;018;020;070;001;0010;PERF;P160
018-020-080-001;018;020;080;001;0010;PERF;P200
018-021-010-001;018;021;010;001;0010;PERF;P080
018-021-020-001;018;021;020;001;0010;PERF;P080
018-021-030-001;018;021;030;001;0010;PERF;P080
018-021-040-001;018;021;040;001;0010;PERF;P136
018-021-050-001;018;021;050;001;0010;PERF;P136
018-021-060-001;018;021;060;001;0010;PERF;P136
018-021-070-001;018;021;070;001;0010;PERF;P160
018-021-080-001;018;021;080;001;0010;PERF;P200
018-022-010-001;018;022;010;001;0010;PERF;P080
018-022-020-001;018;022;020;001;0010;PERF;P080
018-022-030-001;018;022;030;001;0010;PERF;P080
018-022-040-001;018;022;040;001;0010;PERF;P136
018-022-050-001;018;022;050;001;0010;PERF;P136
018-022-060-001;018;022;060;001;0010;PERF;P136
018-022-070-001;018;022;070;001;0010;PERF;P160
018-022-080-001;018;022;080;001;0010;PERF;P200
018-023-010-001;018;023;010;001;0010;PERF;P080
018-023-020-001;018;023;020;001;0010;PERF;P080
018-023-030-001;018;023;030;001;0010;PERF;P080
018-023-040-001;018;023;040;001;0010;PERF;P136
018-023-050-001;018;023;050;001;0010;PERF;P136
018-023-060-001;018;023;060;001;0010;PERF;P136
018-023-070-001;018;023;070;001;0010;PERF;P160
018-023-080-001;018;023;080;001;0010;PERF;P200
018-024-010-001;018;024;010;001;0010;PERF;P080
018-024-020-001;018;024;020;001;0010;PERF;P080
018-024-030-001;018;024;030;001;0010;PERF;P080
018-024-040-001;018;024;040;001;0010;PERF;P136
018-024-050-001;018;024;050;001;0010;PERF;P136
018-024-060-001;018;024;060;001;0010;PERF;P136
018-024-070-001;018;024;070;001;0010;PERF;P160
018-024-080-001;018;024;080;001;0010;PERF;P200
018-025-010-001;018;025;010;001;0010;PERF;P080
018-025-020-001;018;025;020;001;0010;PERF;P080
018-025-030-001;018;025;030;001;0010;PERF;P080
018-025-040-001;018;025;040;001;0010;PERF;P136
018-025-050-001;018;025;050;001;0010;PERF;P136
018-025-060-001;018;025;060;001;0010;PERF;P136
018-025-070-001;018;025;070;001;0010;PERF;P160
018-025-080-001;018;025;080;001;0010;PERF;P200
018-026-010-001;018;026;010;001;0010;PERF;P080
018-026-020-001;018;026;020;001;0010;PERF;P080
018-026-030-001;018;026;030;001;0010;PERF;P080
018-026-040-001;018;026;040;001;0010;PERF;P136
018-026-050-001;018;026;050;001;0010;PERF;P136
018-026-060-001;018;026;060;001;0010;PERF;P136
018-026-070-001;018;026;070;001;0010;PERF;P160
018-026-080-001;018;026;080;001;0010;PERF;P200
018-027-010-001;018;027;010;001;0010;PERF;P080
018-027-020-001;018;027;020;001;0010;PERF;P080
018-027-030-001;018;027;030;001;0010;PERF;P080
018-027-040-001;018;027;040;001;0010;PERF;P136
018-027-050-001;018;027;050;001;0010;PERF;P136
018-027-060-001;018;027;060;001;0010;PERF;P136
018-027-070-001;018;027;070;001;0010;PERF;P160
018-027-080-001;018;027;080;001;0010;PERF;P200
018-028-010-001;018;028;010;001;0010;PERF;P080
018-028-020-001;018;028;020;001;0010;PERF;P080
018-028-030-001;018;028;030;001;0010;PERF;P080
018-028-040-001;018;028;040;001;0010;PERF;P136
018-028-050-001;018;028;050;001;0010;PERF;P136
018-028-060-001;018;028;060;001;0010;PERF;P136
018-028-070-001;018;028;070;001;0010;PERF;P160
018-028-080-001;018;028;080;001;0010;PERF;P200
018-029-010-001;018;029;010;001;0010;PERF;P080
018-029-020-001;018;029;020;001;0010;PERF;P080
018-029-030-001;018;029;030;001;0010;PERF;P080
018-029-040-001;018;029;040;001;0010;PERF;P136
018-029-050-001;018;029;050;001;0010;PERF;P136
018-029-060-001;018;029;060;001;0010;PERF;P136
018-029-070-001;018;029;070;001;0010;PERF;P160
018-029-080-001;018;029;080;001;0010;PERF;P200
018-030-010-001;018;030;010;001;0010;PERF;P080
018-030-020-001;018;030;020;001;0010;PERF;P080
018-030-030-001;018;030;030;001;0010;PERF;P080
018-030-040-001;018;030;040;001;0010;PERF;P136
018-030-050-001;018;030;050;001;0010;PERF;P136
018-030-060-001;018;030;060;001;0010;PERF;P136
018-030-070-001;018;030;070;001;0010;PERF;P160
018-030-080-001;018;030;080;001;0010;PERF;P200
018-031-010-001;018;031;010;001;0010;PERF;P080
018-031-020-001;018;031;020;001;0010;PERF;P080
018-031-030-001;018;031;030;001;0010;PERF;P080
018-031-040-001;018;031;040;001;0010;PERF;P136
018-031-050-001;018;031;050;001;0010;PERF;P136
018-031-060-001;018;031;060;001;0010;PERF;P136
018-031-070-001;018;031;070;001;0010;PERF;P160
018-031-080-001;018;031;080;001;0010;PERF;P200
018-032-010-001;018;032;010;001;0010;PERF;P080
018-032-020-001;018;032;020;001;0010;PERF;P080
018-032-030-001;018;032;030;001;0010;PERF;P080
018-032-040-001;018;032;040;001;0010;PERF;P136
018-032-050-001;018;032;050;001;0010;PERF;P136
018-032-060-001;018;032;060;001;0010;PERF;P136
018-032-070-001;018;032;070;001;0010;PERF;P160
018-032-080-001;018;032;080;001;0010;PERF;P200
018-033-010-001;018;033;010;001;0010;PERF;P080
018-033-020-001;018;033;020;001;0010;PERF;P080
018-033-030-001;018;033;030;001;0010;PERF;P080
018-033-040-001;018;033;040;001;0010;PERF;P136
018-033-050-001;018;033;050;001;0010;PERF;P136
018-033-060-001;018;033;060;001;0010;PERF;P136
018-033-070-001;018;033;070;001;0010;PERF;P160
018-033-080-001;018;033;080;001;0010;PERF;P200
018-034-010-001;018;034;010;001;0010;PERF;P080
018-034-020-001;018;034;020;001;0010;PERF;P080
018-034-030-001;018;034;030;001;0010;PERF;P080
018-034-040-001;018;034;040;001;0010;PERF;P136
018-034-050-001;018;034;050;001;0010;PERF;P136
018-034-060-001;018;034;060;001;0010;PERF;P136
018-034-070-001;018;034;070;001;0010;PERF;P160
018-034-080-001;018;034;080;001;0010;PERF;P200
018-035-010-001;018;035;010;001;0010;PERF;P080
018-035-020-001;018;035;020;001;0010;PERF;P080
018-035-030-001;018;035;030;001;0010;PERF;P080
018-035-040-001;018;035;040;001;0010;PERF;P136
018-035-050-001;018;035;050;001;0010;PERF;P136
018-035-060-001;018;035;060;001;0010;PERF;P136
018-035-070-001;018;035;070;001;0010;PERF;P160
018-035-080-001;018;035;080;001;0010;PERF;P200
018-036-010-001;018;036;010;001;0010;PERF;P080
018-036-020-001;018;036;020;001;0010;PERF;P080
018-036-030-001;018;036;030;001;0010;PERF;P080
018-036-040-001;018;036;040;001;0010;PERF;P136
018-036-050-001;018;036;050;001;0010;PERF;P136
018-036-060-001;018;036;060;001;0010;PERF;P136
018-036-070-001;018;036;070;001;0010;PERF;P160
018-036-080-001;018;036;080;001;0010;PERF;P200
018-037-010-001;018;037;010;001;0010;PERF;P080
018-037-020-001;018;037;020;001;0010;PERF;P080
018-037-030-001;018;037;030;001;0010;PERF;P080
018-037-040-001;018;037;040;001;0010;PERF;P136
018-037-050-001;018;037;050;001;0010;PERF;P136
018-037-060-001;018;037;060;001;0010;PERF;P136
018-037-070-001;018;037;070;001;0010;PERF;P160
018-037-080-001;018;037;080;001;0010;PERF;P200
018-038-010-001;018;038;010;001;0010;PERF;P080
018-038-020-001;018;038;020;001;0010;PERF;P080
018-038-030-001;018;038;030;001;0010;PERF;P080
018-038-040-001;018;038;040;001;0010;PERF;P136
018-038-050-001;018;038;050;001;0010;PERF;P136
018-038-060-001;018;038;060;001;0010;PERF;P136
018-038-070-001;018;038;070;001;0010;PERF;P160
018-038-080-001;018;038;080;001;0010;PERF;P200
018-039-010-001;018;039;010;001;0010;PERF;P080
018-039-020-001;018;039;020;001;0010;PERF;P080
018-039-030-001;018;039;030;001;0010;PERF;P080
018-039-040-001;018;039;040;001;0010;PERF;P136
018-039-050-001;018;039;050;001;0010;PERF;P136
018-039-060-001;018;039;060;001;0010;PERF;P136
018-039-070-001;018;039;070;001;0010;PERF;P160
018-039-080-001;018;039;080;001;0010;PERF;P200
018-040-010-001;018;040;010;001;0010;PERF;P080
018-040-020-001;018;040;020;001;0010;PERF;P080
018-040-030-001;018;040;030;001;0010;PERF;P080
018-040-040-001;018;040;040;001;0010;PERF;P136
018-040-050-001;018;040;050;001;0010;PERF;P136
018-040-060-001;018;040;060;001;0010;PERF;P136
018-040-070-001;018;040;070;001;0010;PERF;P160
018-040-080-001;018;040;080;001;0010;PERF;P200
018-041-010-001;018;041;010;001;0010;PERF;P080
018-041-020-001;018;041;020;001;0010;PERF;P080
018-041-030-001;018;041;030;001;0010;PERF;P080
018-041-040-001;018;041;040;001;0010;PERF;P136
018-041-050-001;018;041;050;001;0010;PERF;P136
018-041-060-001;018;041;060;001;0010;PERF;P136
018-041-070-001;018;041;070;001;0010;PERF;P160
018-041-080-001;018;041;080;001;0010;PERF;P200
018-042-010-001;018;042;010;001;0010;PERF;P080
018-042-020-001;018;042;020;001;0010;PERF;P080
018-042-030-001;018;042;030;001;0010;PERF;P080
018-042-040-001;018;042;040;001;0010;PERF;P136
018-042-050-001;018;042;050;001;0010;PERF;P136
018-042-060-001;018;042;060;001;0010;PERF;P136
018-042-070-001;018;042;070;001;0010;PERF;P160
018-042-080-001;018;042;080;001;0010;PERF;P200
018-043-010-001;018;043;010;001;0010;PERF;P080
018-043-020-001;018;043;020;001;0010;PERF;P080
018-043-030-001;018;043;030;001;0010;PERF;P080
018-043-040-001;018;043;040;001;0010;PERF;P136
018-043-050-001;018;043;050;001;0010;PERF;P200
018-043-060-001;018;043;060;001;0010;PERF;P136
018-043-070-001;018;043;070;001;0010;PERF;P160
018-043-080-001;018;043;080;001;0010;PERF;P200
018-044-010-001;018;044;010;001;0010;PERF;P080
018-044-020-001;018;044;020;001;0010;PERF;P080
018-044-030-001;018;044;030;001;0010;PERF;P080
018-044-040-001;018;044;040;001;0010;PERF;P136
018-044-050-001;018;044;050;001;0010;PERF;P136
